302;146;4;NULL;aktiv;2018-11-11;2018-12-07;NULL;NULL;0;NULL
303;146;1;2;gekündigt;2019-01-24;2019-02-02;Keine Nutzung mehr;2020-02-09;1;2020-03-31
304;146;4;NULL;gekündigt;2019-08-21;2019-08-28;Persönliche Gründe;2020-10-31;1;2020-11-29
305;147;2;1;aktiv;2021-06-29;2021-07-27;NULL;NULL;0;NULL
306;148;5;NULL;gekündigt;2020-11-30;2020-12-05;Persönliche Gründe;2025-03-28;1;2025-04-12
307;148;5;1;aktiv;2021-04-14;2021-05-14;NULL;NULL;0;NULL
308;148;4;NULL;gekündigt;2021-08-18;2021-09-08;Unzufriedenheit mit Service;2022-05-07;1;2022-06-05
309;149;2;NULL;aktiv;2016-09-07;2016-10-06;NULL;NULL;0;NULL
310;150;5;NULL;aktiv;2022-12-29;2023-01-08;NULL;NULL;0;NULL
311;151;3;1;gekündigt;2019-08-05;2019-08-13;Besseres Angebot;2023-03-01;1;2023-04-10
312;151;2;1;aktiv;2020-06-09;2020-06-10;NULL;NULL;0;NULL
313;152;5;NULL;gekündigt;2023-04-08;2023-04-15;Zu teuer;2025-02-25;1;2025-03-24
314;153;5;2;gekündigt;2017-09-27;2017-09-29;Keine Nutzung mehr;2022-02-06;1;2022-03-24
315;153;4;NULL;gekündigt;2018-05-31;2018-06-18;Umzug ins Ausland;2021-10-12;1;2021-11-29
316;154;3;NULL;gekündigt;2017-06-10;2017-07-08;Besseres Angebot;2019-01-04;1;2019-01-27
317;155;1;1;gekündigt;2015-06-22;2015-06-27;Schlechter Empfang;2018-04-02;1;2018-06-01
318;155;2;2;gekündigt;2015-08-20;2015-09-14;Unzufriedenheit mit Service;2018-07-03;1;2018-07-24
319;155;5;NULL;gekündigt;2016-07-28;2016-08-27;Umzug ins Ausland;2020-08-24;1;2020-10-19
320;156;2;2;aktiv;2019-12-24;2020-01-10;NULL;NULL;0;NULL
321;157;3;2;aktiv;2015-01-20;2015-02-04;NULL;NULL;0;NULL
322;157;2;NULL;aktiv;2015-07-01;2015-07-21;NULL;NULL;0;NULL
323;158;1;2;aktiv;2020-02-29;2020-03-20;NULL;NULL;0;NULL
324;158;3;NULL;aktiv;2020-04-14;2020-04-26;NULL;NULL;0;NULL
325;158;5;NULL;gekündigt;2020-09-30;2020-10-09;Wechsel zum Mitbewerber;2025-02-04;1;2025-03-26
326;159;5;NULL;aktiv;2021-10-06;2021-10-23;NULL;NULL;0;NULL
327;159;5;NULL;gekündigt;2022-07-18;2022-08-03;Wechsel zum Mitbewerber;2023-11-02;1;2023-12-02
328;160;1;1;gekündigt;2016-12-27;2017-01-08;Zu teuer;2020-04-18;1;2020-05-02
329;160;2;1;gekündigt;2017-02-01;2017-02-01;Umzug ins Ausland;2019-07-08;1;2019-08-15
330;160;1;NULL;aktiv;2017-06-02;2017-06-11;NULL;NULL;0;NULL
331;161;2;NULL;gekündigt;2015-09-17;2015-10-09;Besseres Angebot;2018-05-16;1;2018-07-15
332;161;1;NULL;aktiv;2016-03-03;2016-03-03;NULL;NULL;0;NULL
333;162;1;NULL;gekündigt;2015-04-05;2015-04-22;Keine Nutzung mehr;2018-08-07;1;2018-08-23
334;162;4;2;aktiv;2015-06-09;2015-07-03;NULL;NULL;0;NULL
335;162;3;2;gekündigt;2015-12-15;2015-12-28;Besseres Angebot;2018-12-20;1;2019-01-03
336;163;5;2;aktiv;2017-09-09;2017-09-16;NULL;NULL;0;NULL
337;163;2;2;aktiv;2018-08-23;2018-09-20;NULL;NULL;0;NULL
338;164;2;1;aktiv;2017-12-30;2018-01-15;NULL;NULL;0;NULL
339;164;2;1;gekündigt;2018-11-04;2018-11-23;Schlechter Empfang;2021-08-04;1;2021-08-19
340;165;1;NULL;aktiv;2021-08-21;2021-09-17;NULL;NULL;0;NULL
341;165;4;NULL;aktiv;2021-09-20;2021-09-25;NULL;NULL;0;NULL
342;166;2;2;aktiv;2017-02-23;2017-03-17;NULL;NULL;0;NULL
343;167;4;2;aktiv;2020-12-14;2020-12-26;NULL;NULL;0;NULL
344;167;3;4;gekündigt;2021-03-26;2021-03-27;Keine Nutzung mehr;2022-11-23;1;2023-01-09
345;168;1;1;aktiv;2021-01-16;2021-01-30;NULL;NULL;0;NULL
346;168;2;NULL;aktiv;2021-10-31;2021-11-15;NULL;NULL;0;NULL
347;169;5;NULL;aktiv;2018-01-07;2018-01-10;NULL;NULL;0;NULL
348;170;2;NULL;gekündigt;2021-11-01;2021-11-09;Keine Nutzung mehr;2023-09-12;1;2023-10-16
349;170;3;1;aktiv;2022-05-17;2022-05-27;NULL;NULL;0;NULL
350;170;1;NULL;aktiv;2022-10-13;2022-11-04;NULL;NULL;0;NULL
351;171;1;NULL;gekündigt;2018-07-30;2018-08-11;Unzufriedenheit mit Service;2019-11-16;1;2019-12-28
352;171;4;NULL;gekündigt;2019-02-05;2019-03-01;Unzufriedenheit mit Service;2021-07-10;1;2021-08-06
353;171;4;2;gekündigt;2019-08-11;2019-08-20;Umzug ins Ausland;2020-09-20;1;2020-10-09
354;172;5;NULL;gekündigt;2017-05-03;2017-05-14;Wechsel zum Mitbewerber;2019-08-09;1;2019-09-01
355;172;3;2;aktiv;2017-10-07;2017-10-22;NULL;NULL;0;NULL
356;172;3;2;gekündigt;2017-12-01;2017-12-05;Keine Nutzung mehr;2019-05-06;1;2019-05-21
357;173;5;NULL;gekündigt;2021-12-22;2022-01-01;Umzug ins Ausland;2025-01-01;1;2025-01-21
358;173;1;1;gekündigt;2022-03-24;2022-04-02;Umzug ins Ausland;2027-01-08;1;2027-02-05
359;173;4;NULL;aktiv;2022-08-02;2022-08-03;NULL;NULL;0;NULL
360;174;1;NULL;aktiv;2015-12-19;2016-01-07;NULL;NULL;0;NULL
361;174;1;1;gekündigt;2016-05-29;2016-06-22;Unzufriedenheit mit Service;2017-03-11;1;2017-04-06
362;174;1;2;aktiv;2016-09-01;2016-09-18;NULL;NULL;0;NULL
363;175;1;2;aktiv;2021-09-13;2021-10-09;NULL;NULL;0;NULL
364;176;5;2;aktiv;2016-02-16;2016-03-07;NULL;NULL;0;NULL
365;177;1;NULL;aktiv;2022-09-13;2022-09-29;NULL;NULL;0;NULL
366;177;2;1;aktiv;2023-05-19;2023-05-23;NULL;NULL;0;NULL
367;178;3;1;aktiv;2020-02-13;2020-02-28;NULL;NULL;0;NULL
368;178;1;2;aktiv;2020-05-29;2020-06-21;NULL;NULL;0;NULL
369;179;3;NULL;aktiv;2016-12-08;2016-12-08;NULL;NULL;0;NULL
370;180;1;1;gekündigt;2018-05-16;2018-05-17;Keine Nutzung mehr;2020-12-13;1;2021-01-04
371;180;5;NULL;gekündigt;2018-09-25;2018-10-03;Keine Nutzung mehr;2022-03-26;1;2022-04-10
372;181;5;NULL;aktiv;2020-02-16;2020-03-03;NULL;NULL;0;NULL
373;181;5;3;aktiv;2020-09-09;2020-09-14;NULL;NULL;0;NULL
374;182;2;1;gekündigt;2020-12-28;2021-01-04;Zu teuer;2024-10-02;1;2024-10-30
375;182;1;NULL;aktiv;2021-06-19;2021-07-05;NULL;NULL;0;NULL
376;183;3;NULL;aktiv;2022-11-30;2022-12-04;NULL;NULL;0;NULL
377;183;2;2;gekündigt;2023-04-28;2023-05-21;Persönliche Gründe;2027-06-02;1;2027-07-01
378;183;1;NULL;aktiv;2024-02-25;2024-03-15;NULL;NULL;0;NULL
379;184;4;2;aktiv;2022-09-02;2022-09-29;NULL;NULL;0;NULL
380;184;2;NULL;gekündigt;2022-12-29;2023-01-23;Besseres Angebot;2025-02-09;1;2025-04-08
381;184;1;NULL;aktiv;2023-11-26;2023-12-02;NULL;NULL;0;NULL
382;185;5;1;gekündigt;2022-02-17;2022-02-26;Persönliche Gründe;2023-07-22;1;2023-09-05
383;185;4;3;gekündigt;2022-06-16;2022-06-28;Schlechter Empfang;2023-03-10;1;2023-04-07
384;185;5;2;aktiv;2022-07-26;2022-08-06;NULL;NULL;0;NULL
385;186;2;2;aktiv;2017-04-13;2017-05-09;NULL;NULL;0;NULL
386;186;2;1;aktiv;2017-11-03;2017-11-09;NULL;NULL;0;NULL
387;186;1;NULL;gekündigt;2018-05-17;2018-05-22;Umzug ins Ausland;2021-12-29;1;2022-02-26
388;187;3;1;aktiv;2021-02-27;2021-03-17;NULL;NULL;0;NULL
389;187;4;1;aktiv;2021-10-06;2021-11-01;NULL;NULL;0;NULL
390;187;3;NULL;gekündigt;2022-04-26;2022-05-06;Keine Nutzung mehr;2023-07-12;1;2023-09-10
391;188;3;1;gekündigt;2020-09-16;2020-09-25;Besseres Angebot;2024-03-11;1;2024-05-08
392;188;5;NULL;aktiv;2021-02-07;2021-02-23;NULL;NULL;0;NULL
393;189;3;2;gekündigt;2017-07-19;2017-07-31;Keine Nutzung mehr;2022-02-01;1;2022-02-15
394;189;1;1;gekündigt;2018-06-04;2018-06-07;Schlechter Empfang;2020-07-21;1;2020-09-12
395;190;1;NULL;aktiv;2021-03-10;2021-04-01;NULL;NULL;0;NULL
396;190;3;NULL;aktiv;2021-06-20;2021-07-04;NULL;NULL;0;NULL
397;190;3;2;aktiv;2021-11-18;2021-12-10;NULL;NULL;0;NULL
398;191;1;NULL;aktiv;2022-01-13;2022-01-29;NULL;NULL;0;NULL
399;191;3;NULL;aktiv;2023-01-05;2023-01-18;NULL;NULL;0;NULL
400;191;2;NULL;gekündigt;2023-06-19;2023-07-07;Persönliche Gründe;2024-03-27;1;2024-05-02
401;192;1;1;gekündigt;2020-09-10;2020-09-24;Keine Nutzung mehr;2023-06-24;1;2023-08-23
402;192;4;1;aktiv;2021-01-03;2021-01-18;NULL;NULL;0;NULL
403;192;3;1;aktiv;2021-08-14;2021-08-14;NULL;NULL;0;NULL
404;193;5;NULL;aktiv;2021-06-04;2021-06-26;NULL;NULL;0;NULL
405;193;2;NULL;aktiv;2021-10-27;2021-10-27;NULL;NULL;0;NULL
406;194;1;NULL;gekündigt;2017-06-20;2017-07-14;Besseres Angebot;2018-07-01;1;2018-07-19
407;194;4;NULL;gekündigt;2017-10-15;2017-11-04;Wechsel zum Mitbewerber;2018-07-26;1;2018-09-13
408;195;5;2;aktiv;2021-08-28;2021-09-05;NULL;NULL;0;NULL
409;195;4;1;aktiv;2021-10-12;2021-11-01;NULL;NULL;0;NULL
410;195;5;NULL;aktiv;2022-02-03;2022-02-27;NULL;NULL;0;NULL
411;196;1;NULL;gekündigt;2021-10-05;2021-10-13;Persönliche Gründe;2023-03-18;1;2023-04-27
412;197;2;1;gekündigt;2021-06-01;2021-06-05;Unzufriedenheit mit Service;2023-12-22;1;2024-02-10
413;197;1;2;aktiv;2021-09-17;2021-10-01;NULL;NULL;0;NULL
414;198;3;2;aktiv;2023-05-30;2023-06-18;NULL;NULL;0;NULL
415;199;4;NULL;gekündigt;2015-11-25;2015-12-07;Umzug ins Ausland;2016-06-17;1;2016-07-14
416;199;3;1;aktiv;2016-11-15;2016-11-28;NULL;NULL;0;NULL
417;199;1;NULL;gekündigt;2017-08-14;2017-09-10;Unzufriedenheit mit Service;2020-03-21;1;2020-05-04
418;200;5;1;aktiv;2019-10-22;2019-11-03;NULL;NULL;0;NULL
419;201;3;NULL;gekündigt;2022-11-25;2022-12-17;Unzufriedenheit mit Service;2023-07-24;1;2023-08-23
420;201;3;2;gekündigt;2023-08-20;2023-08-20;Zu teuer;2025-06-30;1;2025-08-19
421;202;1;NULL;gekündigt;2020-12-13;2020-12-26;Keine Nutzung mehr;2023-03-29;1;2023-05-16
422;202;2;NULL;aktiv;2021-11-09;2021-11-27;NULL;NULL;0;NULL
423;202;5;1;aktiv;2022-06-25;2022-07-12;NULL;NULL;0;NULL
424;203;4;1;aktiv;2021-12-18;2022-01-01;NULL;NULL;0;NULL
425;203;4;NULL;gekündigt;2022-05-17;2022-06-15;Zu teuer;2024-12-01;1;2025-01-29
426;203;5;1;aktiv;2023-02-28;2023-03-09;NULL;NULL;0;NULL
427;204;5;1;gekündigt;2018-06-14;2018-06-24;Umzug ins Ausland;2023-01-27;1;2023-03-10
428;204;2;2;aktiv;2018-10-07;2018-11-02;NULL;NULL;0;NULL
429;204;1;3;aktiv;2019-01-09;2019-02-02;NULL;NULL;0;NULL
430;205;2;1;aktiv;2019-05-05;2019-05-07;NULL;NULL;0;NULL
431;206;1;NULL;gekündigt;2015-05-12;2015-05-29;Besseres Angebot;2018-11-12;1;2018-12-21
432;206;5;1;aktiv;2015-10-30;2015-11-12;NULL;NULL;0;NULL
433;207;5;5;aktiv;2021-11-15;2021-11-16;NULL;NULL;0;NULL
434;207;1;NULL;aktiv;2022-07-17;2022-07-17;NULL;NULL;0;NULL
435;207;5;1;aktiv;2022-10-30;2022-10-31;NULL;NULL;0;NULL
436;208;5;NULL;aktiv;2015-06-25;2015-07-02;NULL;NULL;0;NULL
437;209;3;4;aktiv;2023-01-14;2023-02-01;NULL;NULL;0;NULL
438;209;4;1;aktiv;2023-06-28;2023-07-20;NULL;NULL;0;NULL
439;209;5;2;aktiv;2024-05-15;2024-06-08;NULL;NULL;0;NULL
440;210;4;NULL;gekündigt;2019-10-12;2019-11-06;Keine Nutzung mehr;2023-07-12;1;2023-09-07
441;210;4;2;aktiv;2019-11-30;2019-12-28;NULL;NULL;0;NULL
442;211;2;NULL;gekündigt;2018-09-07;2018-09-23;Besseres Angebot;2021-10-03;1;2021-11-03
443;211;3;NULL;aktiv;2018-10-17;2018-10-23;NULL;NULL;0;NULL
444;211;3;1;gekündigt;2019-04-20;2019-04-24;Wechsel zum Mitbewerber;2022-05-22;1;2022-07-19
445;212;3;2;aktiv;2019-04-16;2019-04-28;NULL;NULL;0;NULL
446;213;3;NULL;aktiv;2020-03-13;2020-04-06;NULL;NULL;0;NULL
447;213;1;NULL;gekündigt;2021-02-15;2021-03-05;Unzufriedenheit mit Service;2022-09-10;1;2022-10-20
448;214;1;NULL;aktiv;2022-09-13;2022-10-10;NULL;NULL;0;NULL
449;214;1;NULL;gekündigt;2023-01-02;2023-01-31;Umzug ins Ausland;2026-03-25;1;2026-05-03
450;215;1;1;gekündigt;2020-05-03;2020-05-31;Schlechter Empfang;2021-11-28;1;2021-12-15
451;215;4;1;gekündigt;2020-06-18;2020-06-28;Schlechter Empfang;2022-10-25;1;2022-12-23
452;215;3;1;aktiv;2020-12-05;2020-12-30;NULL;NULL;0;NULL
453;216;1;1;aktiv;2021-12-19;2021-12-25;NULL;NULL;0;NULL
454;216;3;1;aktiv;2022-05-21;2022-05-29;NULL;NULL;0;NULL
455;217;4;NULL;aktiv;2018-06-27;2018-07-26;NULL;NULL;0;NULL
456;218;2;NULL;aktiv;2015-11-24;2015-11-25;NULL;NULL;0;NULL
457;218;1;1;gekündigt;2016-05-04;2016-05-10;Umzug ins Ausland;2018-12-14;1;2018-12-31
458;219;2;2;aktiv;2016-05-07;2016-05-23;NULL;NULL;0;NULL
459;220;4;1;aktiv;2023-01-31;2023-02-07;NULL;NULL;0;NULL
460;220;4;2;aktiv;2023-03-06;2023-03-30;NULL;NULL;0;NULL
461;221;5;1;aktiv;2017-02-08;2017-02-19;NULL;NULL;0;NULL
462;222;5;2;aktiv;2022-08-31;2022-09-17;NULL;NULL;0;NULL
463;222;3;1;aktiv;2023-03-05;2023-03-31;NULL;NULL;0;NULL
464;223;4;1;gekündigt;2015-02-18;2015-02-24;Keine Nutzung mehr;2018-02-24;1;2018-03-29
465;223;1;NULL;gekündigt;2016-01-13;2016-02-07;Persönliche Gründe;2020-02-20;1;2020-03-28
466;224;1;1;aktiv;2022-02-11;2022-02-22;NULL;NULL;0;NULL
467;224;3;1;aktiv;2022-09-01;2022-09-06;NULL;NULL;0;NULL
468;224;3;NULL;aktiv;2023-02-19;2023-02-27;NULL;NULL;0;NULL
469;225;2;NULL;gekündigt;2023-05-05;2023-05-20;Zu teuer;2028-01-17;1;2028-02-15
470;225;4;1;aktiv;2024-04-06;2024-05-01;NULL;NULL;0;NULL
471;226;1;NULL;aktiv;2023-02-27;2023-03-06;NULL;NULL;0;NULL
472;226;3;NULL;aktiv;2023-08-27;2023-09-11;NULL;NULL;0;NULL
473;226;4;NULL;aktiv;2024-04-20;2024-04-24;NULL;NULL;0;NULL
474;227;5;1;aktiv;2017-04-09;2017-04-18;NULL;NULL;0;NULL
475;227;2;NULL;aktiv;2017-10-31;2017-11-02;NULL;NULL;0;NULL
476;227;4;NULL;aktiv;2018-10-22;2018-10-25;NULL;NULL;0;NULL
477;228;3;NULL;aktiv;2017-03-26;2017-04-09;NULL;NULL;0;NULL
478;228;2;1;gekündigt;2018-02-04;2018-02-05;Persönliche Gründe;2021-03-02;1;2021-03-24
479;228;2;1;aktiv;2018-12-17;2018-12-23;NULL;NULL;0;NULL
480;229;1;NULL;gekündigt;2016-04-17;2016-04-22;Keine Nutzung mehr;2017-12-12;1;2018-01-14
481;229;3;4;gekündigt;2016-11-02;2016-11-30;Wechsel zum Mitbewerber;2018-11-11;1;2018-12-24
482;229;1;2;aktiv;2017-07-30;2017-07-30;NULL;NULL;0;NULL
483;230;5;2;gekündigt;2020-05-18;2020-06-17;Wechsel zum Mitbewerber;2021-11-01;1;2021-12-17
484;230;5;NULL;gekündigt;2020-12-29;2021-01-16;Umzug ins Ausland;2021-09-22;1;2021-10-15
485;230;3;1;aktiv;2021-05-10;2021-05-13;NULL;NULL;0;NULL
486;231;2;2;gekündigt;2015-12-31;2016-01-07;Wechsel zum Mitbewerber;2020-06-07;1;2020-07-02
487;231;3;1;aktiv;2016-10-05;2016-10-20;NULL;NULL;0;NULL
488;232;1;3;gekündigt;2017-10-16;2017-11-10;Umzug ins Ausland;2019-09-29;1;2019-10-26
489;232;2;NULL;aktiv;2018-09-06;2018-09-30;NULL;NULL;0;NULL
490;233;5;1;aktiv;2019-12-30;2020-01-05;NULL;NULL;0;NULL
491;234;4;NULL;aktiv;2020-08-09;2020-09-03;NULL;NULL;0;NULL
492;234;1;3;gekündigt;2021-03-23;2021-03-23;Besseres Angebot;2022-09-02;1;2022-11-01
493;235;5;NULL;gekündigt;2023-05-07;2023-06-03;Schlechter Empfang;2027-08-05;1;2027-08-19
494;235;3;1;gekündigt;2023-09-29;2023-10-24;Persönliche Gründe;2024-09-15;1;2024-10-23
495;236;1;2;gekündigt;2015-12-15;2015-12-19;Besseres Angebot;2017-12-16;1;2018-01-28
496;237;2;NULL;gekündigt;2022-05-09;2022-05-15;Schlechter Empfang;2025-06-29;1;2025-08-04
497;237;4;1;gekündigt;2022-08-31;2022-09-30;Umzug ins Ausland;2024-04-01;1;2024-05-31
498;237;1;1;aktiv;2023-01-16;2023-01-18;NULL;NULL;0;NULL
499;238;3;NULL;aktiv;2017-08-09;2017-09-05;NULL;NULL;0;NULL
500;239;3;2;aktiv;2021-12-12;2021-12-12;NULL;NULL;0;NULL
501;239;1;2;aktiv;2022-11-26;2022-11-30;NULL;NULL;0;NULL
502;240;1;1;aktiv;2021-07-28;2021-08-07;NULL;NULL;0;NULL
503;240;1;2;aktiv;2021-09-06;2021-09-27;NULL;NULL;0;NULL
504;240;4;1;aktiv;2022-05-07;2022-05-17;NULL;NULL;0;NULL
505;241;4;NULL;aktiv;2020-04-29;2020-05-22;NULL;NULL;0;NULL
506;241;1;1;gekündigt;2020-09-11;2020-09-26;Persönliche Gründe;2024-11-04;1;2024-11-24
507;242;2;NULL;aktiv;2019-12-03;2019-12-10;NULL;NULL;0;NULL
508;242;5;NULL;aktiv;2020-02-24;2020-03-05;NULL;NULL;0;NULL
509;242;3;1;gekündigt;2020-05-24;2020-06-13;Schlechter Empfang;2021-05-11;1;2021-06-25
510;243;3;NULL;aktiv;2022-11-08;2022-11-11;NULL;NULL;0;NULL
511;244;4;NULL;gekündigt;2018-10-26;2018-11-03;Unzufriedenheit mit Service;2019-05-25;1;2019-07-13
512;244;4;1;gekündigt;2019-03-11;2019-03-18;Wechsel zum Mitbewerber;2019-08-29;1;2019-09-12
513;245;4;1;gekündigt;2017-03-31;2017-04-09;Wechsel zum Mitbewerber;2018-02-12;1;2018-03-30
514;245;3;1;aktiv;2017-06-20;2017-07-09;NULL;NULL;0;NULL
515;245;3;1;gekündigt;2018-03-10;2018-03-25;Umzug ins Ausland;2018-11-27;1;2018-12-17
516;246;3;NULL;aktiv;2022-02-16;2022-03-08;NULL;NULL;0;NULL
517;246;4;3;aktiv;2022-08-25;2022-09-24;NULL;NULL;0;NULL
518;247;1;NULL;aktiv;2018-02-18;2018-02-26;NULL;NULL;0;NULL
519;248;3;NULL;aktiv;2017-12-30;2018-01-21;NULL;NULL;0;NULL
520;249;3;NULL;aktiv;2016-01-11;2016-01-22;NULL;NULL;0;NULL
521;249;3;1;aktiv;2016-03-28;2016-04-02;NULL;NULL;0;NULL
522;249;1;NULL;aktiv;2016-07-29;2016-07-29;NULL;NULL;0;NULL
523;250;4;NULL;aktiv;2022-02-18;2022-03-14;NULL;NULL;0;NULL
524;250;4;2;aktiv;2022-11-19;2022-12-14;NULL;NULL;0;NULL
525;251;2;3;aktiv;2017-05-12;2017-06-05;NULL;NULL;0;NULL
526;252;1;NULL;aktiv;2022-09-14;2022-09-18;NULL;NULL;0;NULL
527;253;5;NULL;aktiv;2022-12-08;2022-12-20;NULL;NULL;0;NULL
528;253;5;NULL;aktiv;2023-04-09;2023-05-05;NULL;NULL;0;NULL
529;254;1;NULL;aktiv;2020-12-26;2021-01-06;NULL;NULL;0;NULL
530;254;4;NULL;aktiv;2021-04-01;2021-04-30;NULL;NULL;0;NULL
531;254;4;NULL;aktiv;2021-06-27;2021-07-20;NULL;NULL;0;NULL
532;255;3;1;gekündigt;2020-01-15;2020-02-09;Schlechter Empfang;2024-03-15;1;2024-05-01
533;255;5;1;aktiv;2020-08-05;2020-08-05;NULL;NULL;0;NULL
534;256;4;2;aktiv;2023-01-10;2023-02-08;NULL;NULL;0;NULL
535;257;3;NULL;aktiv;2018-09-12;2018-09-28;NULL;NULL;0;NULL
536;257;4;1;gekündigt;2019-09-05;2019-09-05;Zu teuer;2023-02-26;1;2023-04-20
537;258;2;1;aktiv;2019-10-25;2019-11-11;NULL;NULL;0;NULL
538;258;4;NULL;aktiv;2020-07-21;2020-08-10;NULL;NULL;0;NULL
539;258;4;NULL;gekündigt;2020-09-27;2020-10-02;Zu teuer;2023-01-01;1;2023-02-01
540;259;5;1;aktiv;2021-10-31;2021-11-15;NULL;NULL;0;NULL
541;260;1;1;aktiv;2015-06-16;2015-06-29;NULL;NULL;0;NULL
542;261;1;1;aktiv;2020-04-12;2020-05-12;NULL;NULL;0;NULL
543;261;3;3;gekündigt;2020-12-26;2021-01-24;Zu teuer;2024-02-12;1;2024-04-07
544;262;4;1;gekündigt;2022-04-20;2022-05-05;Wechsel zum Mitbewerber;2025-10-31;1;2025-11-14
545;262;5;2;aktiv;2023-03-25;2023-03-28;NULL;NULL;0;NULL
546;263;2;1;aktiv;2021-02-01;2021-02-10;NULL;NULL;0;NULL
547;263;3;NULL;aktiv;2021-10-22;2021-11-14;NULL;NULL;0;NULL
548;263;2;NULL;aktiv;2021-12-18;2022-01-05;NULL;NULL;0;NULL
549;264;5;NULL;aktiv;2015-12-07;2015-12-09;NULL;NULL;0;NULL
550;264;4;NULL;gekündigt;2016-07-10;2016-07-22;Schlechter Empfang;2021-02-13;1;2021-04-10
551;264;3;NULL;aktiv;2016-08-10;2016-08-12;NULL;NULL;0;NULL
552;265;5;1;aktiv;2015-11-19;2015-11-19;NULL;NULL;0;NULL
553;265;1;3;aktiv;2016-02-11;2016-02-25;NULL;NULL;0;NULL
554;266;4;1;gekündigt;2020-02-25;2020-03-26;Schlechter Empfang;2023-12-31;1;2024-01-26
555;267;2;2;aktiv;2022-08-27;2022-09-03;NULL;NULL;0;NULL
556;267;3;1;gekündigt;2023-01-01;2023-01-22;Wechsel zum Mitbewerber;2025-10-09;1;2025-10-25
557;268;5;NULL;aktiv;2020-06-04;2020-06-19;NULL;NULL;0;NULL
558;268;4;1;gekündigt;2020-09-10;2020-09-25;Keine Nutzung mehr;2025-04-07;1;2025-04-24
559;269;5;1;aktiv;2021-08-18;2021-08-20;NULL;NULL;0;NULL
560;269;5;NULL;gekündigt;2021-12-16;2021-12-20;Keine Nutzung mehr;2023-02-11;1;2023-03-03
561;270;3;NULL;aktiv;2016-12-17;2016-12-29;NULL;NULL;0;NULL
562;270;4;1;aktiv;2017-07-31;2017-08-18;NULL;NULL;0;NULL
563;270;3;2;aktiv;2018-01-04;2018-02-03;NULL;NULL;0;NULL
564;271;4;1;aktiv;2020-08-30;2020-09-20;NULL;NULL;0;NULL
565;271;4;1;aktiv;2020-12-08;2020-12-14;NULL;NULL;0;NULL
566;272;5;NULL;aktiv;2016-11-19;2016-12-04;NULL;NULL;0;NULL
567;272;2;NULL;gekündigt;2017-09-28;2017-10-03;Persönliche Gründe;2021-07-28;1;2021-09-25
568;273;2;NULL;aktiv;2018-03-05;2018-03-25;NULL;NULL;0;NULL
569;273;2;NULL;aktiv;2019-03-02;2019-03-15;NULL;NULL;0;NULL
570;273;3;NULL;aktiv;2020-02-21;2020-03-11;NULL;NULL;0;NULL
571;274;4;NULL;aktiv;2021-10-16;2021-11-05;NULL;NULL;0;NULL
572;274;5;2;gekündigt;2022-06-16;2022-07-11;Wechsel zum Mitbewerber;2025-04-12;1;2025-04-26
573;274;4;NULL;gekündigt;2022-07-28;2022-08-20;Schlechter Empfang;2026-10-10;1;2026-10-27
574;275;3;NULL;aktiv;2022-12-05;2022-12-05;NULL;NULL;0;NULL
575;276;3;1;gekündigt;2016-06-09;2016-07-07;Besseres Angebot;2019-12-03;1;2019-12-19
576;277;5;NULL;aktiv;2021-05-10;2021-06-05;NULL;NULL;0;NULL
577;278;5;1;aktiv;2022-12-06;2023-01-01;NULL;NULL;0;NULL
578;279;3;1;aktiv;2023-05-29;2023-06-11;NULL;NULL;0;NULL
579;279;4;NULL;aktiv;2023-07-22;2023-08-14;NULL;NULL;0;NULL
580;279;5;1;gekündigt;2024-01-28;2024-02-03;Schlechter Empfang;2028-08-27;1;2028-09-26
581;280;2;NULL;aktiv;2021-05-04;2021-05-20;NULL;NULL;0;NULL
582;280;3;NULL;aktiv;2022-04-30;2022-04-30;NULL;NULL;0;NULL
583;281;5;1;gekündigt;2021-07-17;2021-07-21;Persönliche Gründe;2026-01-10;1;2026-02-05
584;281;2;NULL;aktiv;2022-04-02;2022-05-02;NULL;NULL;0;NULL
585;281;2;2;aktiv;2022-06-09;2022-07-06;NULL;NULL;0;NULL
586;282;4;NULL;gekündigt;2019-03-30;2019-04-26;Persönliche Gründe;2021-03-01;1;2021-04-19
587;283;5;NULL;aktiv;2021-10-16;2021-11-04;NULL;NULL;0;NULL
588;284;4;NULL;aktiv;2018-11-03;2018-11-20;NULL;NULL;0;NULL
589;284;1;2;gekündigt;2019-02-20;2019-02-24;Zu teuer;2021-04-18;1;2021-06-09
590;285;3;NULL;aktiv;2016-01-22;2016-01-27;NULL;NULL;0;NULL
591;285;5;NULL;aktiv;2016-12-10;2016-12-27;NULL;NULL;0;NULL
592;285;5;1;gekündigt;2017-06-20;2017-07-18;Wechsel zum Mitbewerber;2018-11-11;1;2018-12-28
593;286;4;1;aktiv;2023-01-03;2023-01-11;NULL;NULL;0;NULL
594;287;3;NULL;gekündigt;2021-10-29;2021-11-05;Besseres Angebot;2023-05-12;1;2023-07-07
595;288;3;1;gekündigt;2021-07-20;2021-08-18;Unzufriedenheit mit Service;2026-02-12;1;2026-04-06
596;288;1;2;gekündigt;2022-06-02;2022-07-02;Schlechter Empfang;2024-09-25;1;2024-11-06
597;289;5;NULL;gekündigt;2016-04-24;2016-05-14;Besseres Angebot;2016-11-14;1;2017-01-10
598;289;1;2;aktiv;2016-12-05;2016-12-17;NULL;NULL;0;NULL
